place, device_train, device_test, err0, err1, err2, err3, err4, err5, err6, err7, err8, err9, err10, err11, err12, err13, err14, err15, err16, err17, err18, err19, err20, err21, err22, err23, err24, err25, err26, err27, err28, err29, err30, err31, err32, err33, err34, err35, err36, err37, err38, err39, err40, err41, err42, err43, err44, err45, err46, err47, err48, err49, err50, err51, err52, err53, err54, err55, err56, err57, err58, err59, err60, err61, err62, err63, err64, err65, err66, err67, err68, err69, err70, err71, err72, err73, err74, err75, err76, err77, err78, err79, err80, err81, err82, err83, err84, err85, err86, err87, err88, err89, err90, err91, err92, err93, err94, err95, err96, err97, err98, err99
clark_A, oneplus2, oneplus3, 5.9494799147017945, 6.367453891480109, 4.2183056545036814, 5.9324231667727725, 5.967323706457248, 5.899068404262006, 4.8215273411964406, 5.032982514253652, 4.585890578436361, 3.9659404602777664, 3.237993664998744, 3.2538526976674866, 4.241086218211928, 5.847138961437899, 3.0061890439211334, 4.70723544125426, 3.006189043921134, 3.7811918974273286, 2.463067050611456, 1.965927257501926, 1.965927257501924, 2.0780196785256333, 1.8849572905079504, 1.3568773186567662, 1.5221340463546613, 1.8772879302635042, 2.1567431276470574, 0.6480295396989267, 0.9959921297102624, 0.34476102669127173, 0.2388096927438571, 1.4878919414401064, 2.6981874241638844, 0.9511062100645327, 0.4640636453245965, 1.917697653266159, 0.8251434847527049, 0.45702938150135075, 1.057867785998946, 0.6192815794300341, 1.4460587420147317, 0.8817108507816638, 2.176935924412904, 1.852245045399089, 4.590235051851187, 2.8260831502872987, 2.463103415978435, 1.136127497952507, 4.046537076419941, 3.276566893922662, 3.317432934443761, 3.9800294778351275, 5.044383127478167, 3.2881769926292668, 3.439940119795065, 5.086558250014757, 5.667112851579278, 4.727881097318466, 3.583962214852498, 5.072534205265042, 5.3374162676306804, 4.083366950279773, 5.910864708410962, 4.815598990068494, 2.312321746621697, 3.894686927316245, 3.7357847491512874, 3.940955333317968, 5.692458527329785, 5.453790210003987, 4.31339798764836, 0.5860786192043879, 6.1909219024717, 4.401230706836466, 3.294310503850698, 3.926929221495174, 0.4147287574009196, 3.1357896651162815, 2.6920406618499007, 4.562021915400064, 2.4088831525387833, 1.7353885298331515, 5.90512638182748, 5.340725360626214, 5.1434236347394044, 2.472483551531002, 3.1293023270598943, 2.789446755299116, 1.0660947158458163, 2.2925288974278417, 4.468051426581019, 1.3997408271626446, 2.845764339933146, 1.4994425892050696, 1.5161951922429655, 3.4536734481976805, 3.1000263971938273, 2.36066317788965, 1.4434233131201746, 3.275461161847018, 2.2831468292190404, 3.1194539099488647, 1.6885881377098952, 0.01658982971223931, 0.8336851500748759, 1.1555516788346332, 1.3678094798143947, 1.510286986445722, 1.3083908248015625, 0.19597965142261686, 1.0991160812448566, 0.6340719358004949, 0.6308723765882372, 4.168124902929611, 2.1674155462761924, 1.63122516720004, 1.0062217818707582, 1.7798981359852182, 1.1103069239266645, 1.4508592781265999, 0.8846081486339907, 2.1345443857390194, 1.0641903363349625, 2.153150213577255, 1.3065961838469402, 3.0520295842816214, 2.588938278908018, 2.0135642793745485, 3.7790206679853693, 3.7870657190353305, 6.842996071810162, 2.693337852559749, 5.467894111377778, 4.591827809449709, 5.526113947544782, 4.147119936034809, 2.886002572855244, 3.1754009457222137, 6.92472114110116, 1.8352283441019281, 5.5903949210210575, 6.353954875812465, 8.831026420743031, 7.536183635702964, 5.541717137474292, 2.4026747518045806, 5.834807280890144, 5.806105386483888, 6.491039351249507, 5.451726397316184, 6.277532402013439, 2.661668504405026, 3.332468760595257, 4.13738343369529, 5.999363641022981, 6.060586584151184, 3.7081024342944326, 9.559726761603411, 9.820310720854787, 7.969089888386463, 10.629846565631864, 8.73305067653997, 9.646118742058274, 7.956100527618927, 6.004391181584378, 10.816423014104641, 16.298923939848688, 20.25088940111011, 10.637750540207797
clark_A, oneplus2, samsungS6, 10.473051964983874, 6.032482769513981, 6.519289064368954, 7.104943351123695, 5.0883456387654835, 5.288682939295863, 5.095283623538832, 6.283468113744248, 5.730652767276127, 3.603093653925231, 3.8724902397203382, 4.293783003883278, 4.6116302576527595, 4.007747162881037, 6.5596490779231855, 3.8170115876096276, 0.1815443303083473, 2.5270978450471473, 3.581711009710839, 3.368898828813648, 1.9041886950591551, 1.9041886950591522, 3.0943538739242493, 2.5885411265140914, 1.5787376489471794, 0.9130065075563775, 0.9130065075563751, 1.7145089816319863, 1.2594862083771876, 0.6403972245426703, 1.119852649300774, 0.10707775008351267, 0.5723865849633214, 0.1030033511010327, 1.0244366003311194, 0.6209862142484677, 0.4766773184359658, 0.4871377092436798, 0.6418993800581492, 1.9810527646565472, 2.1998385732168195, 1.0213742544787165, 1.447215500124515, 0.19283733030579936, 0.40787001009603263, 2.323819530804656, 3.949073125568805, 2.00659500557221, 3.632061891831453, 3.8004264989948506, 4.056016545954848, 2.0340849645599803, 3.272345504556057, 1.9161368638207452, 7.751182136207358, 2.801534223014345, 4.291759648051116, 5.117278027622083, 7.21517015878907, 1.2112916764419044, 4.5091366451567465, 3.8024012268021474, 6.4736455681639855, 3.6377532136493915, 3.2404660069264666, 2.6028543789082614, 3.2238581107247968, 0.92512014932966, 5.923475645009648, 1.4287808697708042, 3.5676397098652726, 4.023193177661197, 3.867422061423526, 0.848354292364088, 2.376711278809405, 4.245232946825762, 6.326120862775287, 3.3489413692629326, 5.800377909787641, 2.304264116864612, 3.23293948596106, 1.52942954471246, 2.8000030636899793, 2.9827920160966617, 5.085990625031828, 3.981821184647108, 1.6258915121527142, 1.8481540309794537, 1.3230785730240702, 3.322765792401608, 6.250004058300088, 5.046901765845389, 0.916400061384905, 2.5522096361696645, 1.4483785264750388, 2.9285506523510074, 1.0111343486689541, 4.42244247350442, 8.351588609226253, 0.656529540203924, 2.2945086471741534, 0.7985105450324208, 1.8965708737081732, 5.633141098822353, 1.282301003103153, 0.8582366805502495, 0.41064061498470983, 0.7882489495004644, 1.1510172889497854, 0.45750535355876804, 0.6024107038168736, 0.7117377531540898, 0.3989239670831646, 0.6218644357185293, 1.0080972616498192, 1.2677822050796297, 1.3335923228476256, 3.271017981845462, 4.06137842567617, 0.7720152920417156, 0.32673613186779005, 2.054512428930472, 4.248986697036605, 3.4303383713942703, 1.9295366044387654, 3.2051027570822033, 3.268160619231881, 5.004743058885115, 1.9266601668486716, 1.5540597905200875, 3.4331185706489276, 4.104239548736562, 2.0365551798288504, 5.097092691602912, 5.299323635383951, 5.092853023305126, 6.387562544029527, 4.834877909255308, 3.9903535592330286, 4.068917410185004, 5.933174536527321, 5.2678988372488975, 4.426920656208441, 6.825733051920642, 3.9478046337855863, 4.8521611334824, 3.204698690700722, 1.9708157339095171, 5.005277211024056, 0.9350205932370308, 1.5064259166984355, 8.490500103901539, 8.258047224546873, 2.7011439742067114, 6.13902680840391, 8.874917771591502, 12.847026834504112, 9.493384013912063, 8.740516787068124, 2.646583205354829, 10.310714472206843, 3.9560345242646773, 11.461834221251832, 6.570992194577562, 8.892934773548925, 15.779114741537917, 1.6774932529980642, 9.072705897447527, 9.4707407233392
clark_A, oneplus2, samsungS7, 5.371178911084815, 6.307002472496753, 5.963210192159739, 7.7592225226398215, 4.167238251658023, 4.798243085946857, 4.649126388548014, 4.627192669702662, 6.018672161842197, 4.407403226034125, 4.219072395025342, 5.181029799370781, 4.567850968776577, 3.7441281478275985, 2.1182854116231526, 3.750234180075578, 2.8824729483846423, 2.882472948384649, 2.882472948384649, 1.9305085817705363, 1.4011931429532698, 3.853316068722692, 1.4241280377193013, 2.9538713475061695, 0.40756666562841487, 1.3070539523111657, 1.1550798684948187, 2.136236545369372, 1.990086780127031, 0.14177806014099228, 0.20909883607825397, 0.42821301203796813, 0.3700052421167593, 0.23672806813098995, 1.0141723478044333, 0.4422625474072893, 0.839220423915901, 4.783085009305581, 2.3056399232502134, 1.540119948746545, 2.255349666127496, 0.7375232375939365, 0.998878500506809, 1.1378328500601629, 2.4481615112346526, 2.846671727258439, 2.103768101942484, 0.23955550460498928, 1.8391385876256454, 5.284337020517587, 3.942549334045915, 4.006896734749206, 4.127824616195709, 4.1722019259291026, 4.063591606651037, 3.5625040045264464, 3.8127375789369, 4.322447827883711, 4.9935745560025975, 4.54690546697512, 1.5915613453726676, 3.6426910799671544, 2.7692122276922895, 5.5234755974303775, 7.225899932564496, 4.6204885400670515, 1.3160778105835305, 6.532564575919642, 2.3636316288613717, 1.3826742751080303, 0.8215417417219306, 2.9794564638157883, 4.046101381760923, 3.1096854177761832, 2.728577393360666, 1.7303936743296253, 3.2613987265492947, 3.2643444487207054, 5.065668316892053, 4.690965794476416, 5.304190365373817, 2.658007118224929, 1.9148816035289968, 1.4685683387271298, 5.949079440504757, 0.7858429135484379, 3.0545759898859917, 4.524573512062572, 4.17114641278341, 2.547368864647491, 4.194967636781835, 3.279587581866176, 3.5359358924112136, 4.775098706102432, 0.20834876829868024, 2.6936770075522793, 1.7051109135355356, 1.8350244448239919, 3.245083883524934, 4.357706770468221, 1.4057150105534024, 0.9445766067111402, 2.5380169497225458, 3.8033509580621003, 1.034745298131271, 1.600627354144509, 1.4456965905304684, 0.6850854572783752, 0.7974790135428195, 0.25953052105072577, 1.8993082638691794, 3.8924433636657847, 0.32939372348836365, 1.8199610566702178, 0.2680314398425191, 0.2578087973918057, 0.8835269769906833, 0.6257865676074392, 0.4036355431467718, 1.9194696055189295, 1.8179856239087178, 3.9464963738270473, 1.9194696055189178, 3.350174962284998, 4.027484905181901, 2.200607965692767, 0.7009819140685667, 1.402959330810126, 3.787323067860144, 5.234408548228921, 3.4386484318900945, 1.347546201443369, 2.906040335746164, 1.0818782024548406, 6.431253641432928, 5.191290360595662, 5.85939417072896, 4.291981269714242, 4.919424194654944, 5.488059090179105, 1.962734964232575, 3.888822512621966, 3.305385596146688, 1.9159854787215467, 1.0647991766081109, 6.333052544117545, 4.888268835860455, 2.220490797100681, 1.2348718712600955, 4.987920494692492, 3.8115395745921865, 3.8782633176766463, 5.628774074460606, 6.913608447650289, 1.1960645709429492, 3.348554902923302, 5.220773279994479, 5.875294985653511, 3.130049471976813, 2.8917253450515505, 5.5697936558976435, 10.172909074800394, 4.509155300030565, 3.005235761639688, 14.127302900559393, 9.827801077832735, 5.804870621562083, 7.168673421683479, 12.084931249018137
clark_A, oneplus3, LG, 
clark_A, oneplus3, oneplus2, 5.402542992766158, 6.136136196649368, 5.6193740326219395, 5.752892810559573, 5.710000700833799, 4.689208670494473, 4.7672195664636385, 5.493468850094809, 4.944292012723972, 6.88302343794663, 3.4781990304406722, 3.8180208765241304, 4.46022292375125, 4.379810160711278, 4.361059756610867, 2.82038034259593, 2.9938702949054457, 3.2917017365763575, 2.9943570692521804, 1.118522657546552, 0.6513841878303752, 1.684797334522613, 1.8925404528653853, 1.8925404528653915, 0.867765796799968, 0.6233391662050102, 0.8735197901757346, 0.8735197901757342, 1.1177535240587575, 0.9254382161741689, 2.1410277370595683, 1.4325040590062483, 1.3776101444956164, 2.592055493492495, 0.8798559941708463, 1.8452351488215326, 1.2682725447149217, 0.8798559941708146, 0.3703064750893815, 1.6308802814255074, 1.2641502709231964, 1.053298157224457, 1.3492586280198393, 1.6317252409771712, 2.5589037738866787, 2.5643411723831475, 2.377537118469739, 0.4520995055679939, 2.8873275300904666, 1.574104036698421, 5.524607870138098, 1.8790185430616684, 3.3937845182053827, 5.902896553736868, 1.8073311651860295, 1.8191261549209186, 2.114531309653477, 4.129346440326138, 4.129346440326172, 4.4175345358060785, 6.866771984944665, 0.9204585839455333, 3.5380597448801145, 6.6610328773578935, 6.115591501107225, 3.8690271769369264, 5.621336661584217, 5.072670789456619, 4.20248570240374, 4.117631545333524, 5.142852776214739, 6.28907146795006, 3.421243684862804, 4.0178373704872925, 0.0625225817631915, 0.9200445226942586, 1.5186230948969694, 5.087172323405192, 4.013776409081551, 2.752514362011, 6.659858819104804, 6.134575005929279, 6.76026951311115, 3.937951240140272, 2.4447108334138075, 6.089993557376557, 3.072687374178882, 2.9319079121524374, 4.463798241453291, 3.2670309547253122, 5.0947929356834, 3.2704311975521203, 3.010803190197935, 3.259960897408204, 4.01606062114246, 3.7616345512992897, 2.717548224584959, 1.134714818989791, 2.8652294741556754, 1.750930859143197, 0.5338941150199111, 5.233460357707117, 1.822633752840838, 2.0387296025677895, 0.6685714267986165, 1.3398251747415122, 1.788105691530691, 1.5476553065996383, 0.41849222982188355, 1.717201728628564, 1.126493955669903, 1.860110344533391, 0.3314690443859901, 0.024923773772754676, 0.4270301496291958, 0.6030866936961795, 0.19487815182478982, 1.1709282609040752, 3.0928837185057803, 3.464707582562143, 2.4375391658683077, 0.9914009705948251, 0.9278595990446004, 1.9110650440603842, 3.137082599174939, 0.6466319381558366, 1.7077501386739753, 1.527759510644545, 1.9673039259199838, 0.618816233381555, 1.1657978717602642, 3.3380079346319174, 3.1858619649252393, 2.932504408828053, 3.847607025315116, 2.7542580731359183, 4.11250244874358, 2.9574004865991323, 5.39646408276365, 4.624819868884278, 5.216338271916294, 5.771148531886497, 9.171656537842637, 4.674738009638047, 5.620542842865337, 4.379985719733451, 4.1694422377605, 7.515083055418632, 1.207952387551414, 4.184395194947482, 5.896782656337479, 5.620953409638363, 0.29718045528659215, 4.612943172256318, 5.8561180840591724, 3.5901289171557167, 5.856118084059165, 6.269388746648421, 8.129308703305801, 11.258730410924956, 6.517927099929111, 4.890989445359448, 12.179856867329704, 9.890114880972215, 6.903264742209888, 8.116156843840546, 9.206872833342135, 7.739001230029937, 6.435455773572871
clark_A, oneplus3, oneplus3, 5.896020935174283, 6.097135477237832, 5.838841571501963, 5.875413165820959, 4.5811942775071905, 4.801778617302183, 4.487370741724622, 3.966517762403863, 4.801778617302174, 3.068431837751658, 3.756237084382561, 3.267549653018187, 3.756237084382564, 3.756237084382561, 3.054131709019087, 1.5052967915165432, 2.8929779808579035, 0.08121532587930984, 5.526306506876922, 1.7259823024416352, 1.9226206582832424, 2.0719587940808717, 2.0719587940808624, 2.540469526864168, 1.3592203413772839, 0.4860937100665122, 0.07270348496543905, 1.7764047689684597, 0.7988337978807429, 0.3105784021684595, 2.4696726568348075, 1.3635115610707134, 0.5296712365300276, 0.16286782918657344, 0.6917582207082061, 0.48810262375596686, 0.10371724084746882, 0.5282215643461363, 0.10371724084745196, 1.4860650908691437, 1.707481214534346, 1.2361817836743565, 2.9137671046822793, 1.924315135917129, 1.9602771907814447, 1.7774632982147986, 3.0771554058095174, 2.752046885577944, 2.7836368710828645, 3.1088897231388026, 3.2237846566983586, 3.4558168585879985, 2.522963586044721, 3.369584225079542, 7.264370205263369, 4.826259246355286, 4.365826149032293, 4.365826149032293, 4.075006529026535, 3.5003373557218733, 5.504178855840681, 5.0359837814112325, 4.5182122947895955, 4.8249229235022675, 1.3769914014881568, 3.1811805798709805, 5.4021166021879665, 5.980305341291096, 4.068922195568053, 5.035406662464361, 4.161094008762417, 6.230560141729167, 5.247296005508728, 3.6273801090987283, 5.269891889494092, 2.5480999654833987, 3.9536522327901853, 2.4621776843034615, 0.714104721105241, 1.5920190756072286, 3.86108781397364, 4.661114014760816, 1.6468751547955902, 3.3124891635768328, 5.9131954471305885, 5.729859978566182, 2.040428622393987, 0.8162560797091868, 2.9631093628305782, 4.21129817668427, 3.566836708280922, 2.33905757657922, 3.9921006122554434, 1.6401399973169448, 1.5597333263358937, 1.922670346175278, 2.481325259081702, 2.4496003730005937, 1.6843296727038393, 2.113581430931285, 1.088539753589011, 3.3370709546721398, 2.1650341975118, 2.403661507725305, 0.6352135272099941, 2.919868442445129, 5.771131897345369, 3.194774220983559, 3.4235843808555777, 3.1013848684320506, 2.0100262034297263, 2.3456142046038733, 0.9035015477628802, 0.1583606697726265, 1.223059059183708, 1.0636703860707744, 0.4317737600673371, 2.067942299183336, 0.43177376006733986, 1.042660412395967, 2.883228440271819, 0.11583790568384093, 1.1224068906899527, 1.7708508316050704, 1.3043675069451202, 0.2938901381368871, 1.8344002672516657, 2.254032390705641, 2.9300645033236865, 0.8388569598884017, 1.3285517826384714, 4.010711651119811, 1.6129429958852635, 2.995845809104273, 7.558225165469229, 4.075473433045845, 3.632341885657879, 4.262216844179362, 3.6323418856578726, 4.170108294737591, 4.7075830716363685, 4.488457046219679, 4.192495576597911, 5.06795726859172, 4.768672324946681, 7.4213633678782385, 4.344842614114065, 4.954066574443642, 5.430972239516526, 0.6199965031378025, 4.115027671643892, 8.848627819553927, 6.24747524234507, 6.198936411280669, 6.093619725293365, 6.668821709512865, 5.573365335044497, 3.3763845816195923, 10.195794025512882, 14.910459588163649, 10.297561816362274, 7.805661979478884, 8.158606369507984, 4.883123128632578, 10.251330082525248, 6.851827106119245, 6.014970314687957, 7.417873425227297, 9.049434953461915
clark_A, oneplus3, samsungS6, 12.18783292682829, 16.566469402566923, 14.314684711047429, 9.288195657311734, 7.623632922059571, 5.113037002401071, 4.998767115832202, 5.70817721975894, 7.007558521064316, 4.169872551133329, 4.973909253645047, 3.919089745398642, 4.2995364202219255, 4.454357800303746, 4.682190170038737, 3.4495396768974116, 4.172196210395754, 4.447459917838725, 3.466916325742841, 1.364064550017981, 2.507141364755829, 3.191179918825846, 1.4713956701702162, 3.073676241593269, 1.76829610122474, 2.021588556607823, 1.5338903644426847, 2.002894435668774, 1.822114990019999, 1.1794946676087905, 1.0890702057369743, 2.5640810566791825, 0.18394597767564308, 1.476755974796359, 4.905076091898578, 5.873274348935258, 0.06734395679409358, 2.2918017629942775, 1.9336598503789268, 1.311793842155422, 0.33956096456128954, 2.190279749538327, 2.01132544624784, 1.0981834924437615, 2.072099672426363, 0.05595386174948605, 2.0720996724263556, 2.072099672426361, 1.810857887881344, 3.4115740264106136, 2.2487871563113213, 2.530248585423284, 3.432609661547936, 3.986220898888345, 4.268023517816715, 4.2483091111256295, 3.745567857356348, 1.8202771552983181, 1.381848784707756, 4.655702555357659, 1.4554288494653187, 4.909219352040851, 4.617748832163347, 6.269417701772137, 5.584772181580714, 3.8535313071500408, 7.023689251752488, 9.921876684246103, 4.597583363595687, 3.6340206705314557, 4.059121912975752, 5.567354963774189, 3.5015062804751773, 3.429558857127032, 6.26690146660604, 5.023356684825769, 3.36152589814589, 6.489071844479176, 6.862067016621653, 4.376957469122002, 8.496586553434803, 3.229312403521026, 3.981622332709092, 3.6294498434769045, 8.475834768259993, 3.8912473393036766, 3.3838605024172703, 3.871459749156837, 8.47792839352387, 3.735356213144566, 2.8939849542042873, 5.11617826237852, 5.477556103400548, 5.057626753547872, 4.039603150112259, 3.7669411871690883, 3.7419314881424057, 2.9389598300281747, 3.843701625415748, 3.374031534882418, 3.228059328188212, 2.914883098829566, 4.985130477944783, 3.169346479116327, 2.059451689321593, 2.110256763330423, 0.34991052765386477, 1.1673258797868176, 3.1727894517997886, 1.3506811910334198, 1.3203041822775292, 3.4023467384065342, 0.9381849326350361, 1.7838599171634826, 1.1312648904657896, 1.3835999241220933, 1.1434978053399225, 0.5801234483469374, 6.195143093633161, 1.3428247712056764, 1.0827645923361802, 1.1249581982423476, 1.0827645923362048, 0.417241954132505, 3.5966935541688674, 0.7851859920463943, 1.1632881152381005, 0.9655943797375502, 3.662214962092438, 2.9947293466360443, 0.178068245007674, 1.0245548199601813, 1.7073152791568413, 4.536409961953905, 5.924508001861002, 2.2936048122493493, 0.7044984790464206, 5.5859864565327, 2.041776171784827, 3.4447799929308935, 4.724153990398973, 2.6740866700341552, 2.4863473523249544, 8.498366234181617, 7.790613600324327, 4.591044194334517, 4.594565865936433, 4.5910441943345175, 4.876361133367832, 8.386462964926213, 5.2083748829527385, 4.613701986663214, 7.372173246856273, 2.8498443586262856, 14.631954174889914, 14.869417880605887, 6.9373688365406085, 12.771783855118093, 12.628249705691639, 12.24754124510863, 7.632241332184116, 11.56818394610885, 12.99403995853897, 10.2797051794303, 6.87606774542553, 17.139690997915938, 6.821739720509564, 9.766047853232557, 8.522682934178777
clark_A, oneplus3, samsungS7, 6.446454776204529, 7.114448992901393, 6.446454776204526, 5.728344890443412, 6.51322921263794, 6.4780000377188705, 4.676034589049838, 4.881195023951243, 4.8811950239512525, 4.1094363843525725, 7.946078322333195, 4.204264031439026, 5.076464575004294, 4.1658300570300595, 2.957195225893311, 1.5895643380853097, 3.7244263525508807, 3.7244263525508807, 3.491760287577028, 2.0318746439677793, 2.893949481845622, 1.4612359886269266, 1.5642014644999032, 1.8695786168218922, 2.4869148368075416, 0.45294379120848954, 1.7268870490259145, 1.9920885447916474, 1.7268870490259038, 0.7893516372947427, 0.3845331458373563, 0.09912424703344058, 0.10000299696503902, 0.26553298839437267, 0.48624706086796926, 2.5674610295206657, 1.6024061330593773, 0.30991224016060026, 4.128747731290393, 1.8400236643441632, 1.4113296106604236, 2.2190484666400234, 0.8299113607323588, 1.0071844729349155, 2.579650243764657, 2.228338804818028, 0.7011289447904968, 3.253608535461746, 2.744751829689392, 3.9355166245470112, 2.7177004761800756, 3.935516624547015, 3.3338420231693937, 3.5511164400386863, 3.949210245757399, 2.7313668988131368, 4.847962695705723, 2.284808981806025, 3.314857480527854, 4.342539302497878, 6.730446258775064, 8.178710163129644, 3.820990651301911, 4.586716445530962, 5.7504121169416775, 4.041361856515235, 4.613910676097406, 2.975923485993352, 2.1778084644949796, 3.074713970549799, 4.851233942740773, 3.1414169383694404, 8.355404702490997, 3.794296604423325, 4.582424919011257, 4.836034847808038, 5.471186499360069, 5.55406707390485, 7.478785805440476, 5.017845619602152, 4.075230018801247, 3.4709301961392343, 3.2486019641122525, 6.063988233279989, 2.746254053789316, 6.382211500748623, 4.162450512817226, 4.216563320646126, 3.4549704973441364, 4.235114603349524, 4.780673641582273, 2.966887040548135, 3.0820612869246498, 3.396626590560351, 3.9657250688454684, 4.456239371681971, 3.9657250688454675, 4.594213622981788, 3.7107736655797643, 3.0195459029658682, 3.0459797051093624, 5.13146116539353, 4.3886432188604205, 2.738778749429926, 1.7054607405655782, 1.3004571530647477, 0.825119190054236, 1.5772887304972203, 2.336579208198826, 1.0171479002886894, 0.6035899621394266, 2.235702531761552, 0.9853536208349983, 1.4313672731056888, 0.8102996741029149, 1.55081465594039, 1.3546785407211257, 4.8012281678547275, 0.565284035846037, 1.1578346955692917, 0.5901027715031588, 0.8862494048069226, 4.050577866664529, 1.6378164449974322, 0.57252510676146, 3.196665630297178, 4.3428088320119285, 4.634522611127472, 1.9402090636095, 4.529226510818358, 3.603317454179831, 0.7004586411176427, 1.9214384097682995, 2.8379634603820074, 5.246939365700896, 3.548645051990235, 7.022516777157898, 4.620277819842688, 5.601349839869872, 3.1066140593431943, 4.950408578600738, 4.863132783386263, 5.1163702366081445, 2.6497010865939687, 3.698410999059533, 1.8841318832360454, 4.7682067226817475, 4.51265883732141, 3.5324129312077974, 13.789076714459714, 12.681088754310682, 15.959270202615443, 8.386142147741264, 3.988425776860291, 7.378292965963679, 11.421049357683353, 8.830202838073559, 15.723736095904504, 3.3465863685745454, 9.5345440383083, 7.40110664065155, 6.577377921035844, 12.7667743317302, 12.978367554985162, 18.806579367044232, 15.674493543527566, 8.916891392591149, 18.49627501127744, 7.583354117681968
clark_A, samsungS6, LG, 
clark_A, samsungS6, oneplus2, 6.721926897145484, 6.925760958018177, 5.208904328753011, 7.2438306389005716, 5.682937503468422, 4.870439838006788, 4.703617568650516, 7.327143388614862, 6.03017298616168, 4.040619787849701, 3.3945922000832462, 6.085359976804485, 2.823656918449287, 6.31919507647227, 2.926976876158081, 6.723045464688003, 3.824260646682116, 3.007537043187062, 2.071955405817155, 2.9169544513359633, 1.3980444645170906, 1.2048682689865098, 1.5086401950252766, 5.096899815701849, 1.5493614596099654, 2.569528784276558, 1.4469566433974992, 0.14857450878840467, 3.56394890930327, 0.41267680137123514, 1.7098122077715616, 0.6749309583778283, 3.6399892852742277, 0.209703082334509, 0.6048383971476459, 1.9644847716393967, 0.8530712399286963, 1.2469004390568434, 2.874738827953644, 1.1111825183114303, 2.0566117901400713, 2.6220556128682095, 1.8041491635571, 0.7306678704807744, 0.9478039541298917, 1.7923669769287944, 1.7923669769287867, 0.7183324009880121, 1.8135642331858994, 0.650385299328329, 5.074117462719687, 3.414594417946382, 2.9727955252888885, 1.4001147031256829, 2.83887363707959, 5.365315567052942, 3.122257630779647, 3.282204315889, 4.211782028341139, 5.6419153769593136, 3.251849552470585, 1.8224539495833045, 2.4564682130127165, 6.931613004583864, 5.595921281788386, 1.709336882493168, 3.9740725128607295, 3.4015077227858175, 2.529264161665288, 3.6361247251740485, 0.39693327136815254, 5.904928536765706, 5.205300191513183, 0.9016657635383917, 4.432532085375774, 4.451522212753324, 2.9645036615161384, 3.7603086466635793, 6.309101115275486, 3.6185415350968793, 2.1389277649656933, 3.8646882636192137, 3.500866641868667, 3.2507253726980814, 1.8652906040966717, 5.251519004782242, 5.574088261902579, 4.067637743215686, 4.902452813218906, 4.6297222437358165, 3.813090626487771, 2.783103205397077, 4.147346404460831, 7.001557949171918, 4.146719353405957, 4.679274666922519, 1.4164728883648743, 4.298439451843321, 2.132828618995878, 2.19867447630363, 3.800158702088868, 1.83580110951926, 0.11686970238164977, 4.87087056297952, 0.41013423926685344, 1.0997427476900168, 0.753775072846082, 2.845001321882533, 0.21892984312247427, 0.6378817862359352, 1.7721797726485198, 0.6515270181324341, 0.8901065377329247, 0.2100912889290143, 1.7551950190535166, 1.576747765940886, 1.5942742075566625, 3.2103185073460123, 1.380805998203608, 2.187904091062343, 2.6432773437388284, 0.9333911220774512, 0.7559720887446959, 1.6385257010175962, 3.7319568390222426, 3.6474318325895214, 2.8606770914763646, 0.9085799273366882, 0.7878614248017324, 2.2863497748654136, 3.664385157562103, 0.959796570985804, 3.6654305222065813, 2.9474981753434846, 3.9022624841045186, 4.20112719089298, 3.762552879154836, 4.253573284393583, 4.583551322752501, 4.994246464024693, 7.383943011086986, 8.303972946910056, 1.4759070791262983, 3.4293969772373543, 4.362721676901387, 7.363665367658744, 2.5442060783561873, 7.033497879490998, 4.710830304829235, 7.970052391033535, 4.058094615535165, 5.062824627515387, 7.066040432807669, 3.9193676895133893, 15.72060157873856, 6.923010229307559, 5.78432439756608, 7.494925601625399, 7.147232096515229, 11.694819077797366, 9.835580533358659, 7.832825660695921, 6.753678758308494, 7.728587681257878, 9.866626544860855, 2.318706936892284, 3.9092982704755537, 8.57309631353413, 6.905839856961112
